Transaction,TransactionOld,TransDate,Machine,Product,Type,Coil,Price,Quantity,LineTotal,TransTotal,BasketSize,Healthy,Category,Group
3971,15289049445,6/22/22,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Cash,124,1.5,1,1.5,1.5,1,FALSE,Salty,Food
3972,15289612806,6/23/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
3973,15289613127,6/23/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,136,2.5,1,2.5,2.5,1,FALSE,Sweet,Food
3974,15289616120,6/23/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
3975,15289937602,6/23/22,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Credit,132,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
3976,15291045772,6/23/22,Earle Asphalt x1371,Oreo Single Server 6 ct,Cash,133,2,1,2,2,1,FALSE,Sweet,Food
3977,15291046561,6/23/22,Earle Asphalt x1371,Oreo Single Server 6 ct,Cash,133,2,1,2,2,1,FALSE,Sweet,Food
3978,15291108448,6/23/22,EB Public Library x1380,Snapple Tea - Raspberry,Cash,145,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
3979,15291324093,6/23/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,139,2.5,1,2.5,2.5,1,FALSE,Sweet,Food
3980,15291325339,6/23/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,139,2.5,1,2.5,2.5,1,FALSE,Sweet,Food
3981,15291594465,6/23/22,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Cash,135,2,1,2,2,1,FALSE,Sweet,Food
3982,15291810581,6/23/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,136,2.5,1,2.5,2.5,1,FALSE,Sweet,Food
3983,15291812169,6/23/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
3984,15291816809,6/23/22,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Cash,124,1.5,1,1.5,1.5,1,FALSE,Salty,Food
3985,15292634059,6/23/22,GuttenPlans x1367,Snapple Tea - Raspberry,Cash,147,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
3986,15292730177,6/23/22,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Credit,144,2.75,1,2.75,2.75,1,TRUE,Non Carbonated,Drink
3987,15292790096,6/23/22,EB Public Library x1380,Pringles - Cheddar Cheese,Cash,153,4.5,1,4.5,4.5,1,FALSE,Salty,Food
3988,15292960219,6/23/22,GuttenPlans x1367,Monster Energy Original,Credit,144,3,1,3,3,1,FALSE,Carbonated,Drink
3989,15293058438,6/23/22,EB Public Library x1380,Goldfish Baked - Cheddar,Credit,122,1.25,1,1.25,1.25,1,TRUE,Salty,Food
3990,15293320252,6/23/22,GuttenPlans x1367,Snapple Diet Tea - Lemon,Cash,143,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
3991,15293329264,6/23/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
3992,15293556840,6/23/22,EB Public Library x1380,CheezIt - Original,Credit,124,1.25,1,1.25,2.75,2,FALSE,Salty,Food
3993,15293556840,6/23/22,EB Public Library x1380,Coca Cola - Zero Sugar,Credit,142,1.5,1,1.5,2.75,2,TRUE,Carbonated,Drink
3994,15294191542,6/23/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Credit,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
3995,15294252878,6/23/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
3996,15294254571,6/23/22,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Cash,124,1.5,1,1.5,1.5,1,FALSE,Salty,Food
3997,15294261233,6/23/22,GuttenPlans x1367,Snapple Diet Tea - Peach Tea,Cash,145,2.5,1,2.5,2.5,1,TRUE,Non Carbonated,Drink
3998,15294296899,6/23/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
3999,15294298390,6/23/22,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Cash,114,2,1,2,2,1,FALSE,Salty,Food
4000,15294301498,6/23/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4001,15294301561,6/23/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4002,15294659136,6/24/22,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Cash,114,2,1,2,2,1,FALSE,Salty,Food
4003,15294676862,6/24/22,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Cash,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4004,15294683838,6/24/22,GuttenPlans x1367,Cheetos Cheddar Jalapeno,Cash,124,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4005,15296022324,6/24/22,Earle Asphalt x1371,Takis - Hot Chilli Pepper & Lime,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4006,15296079537,6/24/22,EB Public Library x1380,CheezIt - Original,Cash,124,1.25,1,1.25,1.25,1,FALSE,Salty,Food
4007,15296086923,6/24/22,EB Public Library x1380,Oreo Single Server 6 ct,Cash,138,2,1,2,2,1,FALSE,Sweet,Food
4008,15296228808,6/24/22,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Cash,135,2,1,2,2,1,TRUE,Sweet,Food
4009,15296334458,6/24/22,EB Public Library x1380,Oreo Single Server 6 ct,Credit,138,2,1,2,2,1,FALSE,Sweet,Food
4010,15296400547,6/24/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Smokehouse BBQ,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4011,15296556358,6/24/22,BSQ Mall x1364 - Zales,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
4012,15296968912,6/24/22,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Credit,122,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4013,15297176646,6/24/22,BSQ Mall x1364 - Zales,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
4014,15297319824,6/24/22,BSQ Mall x1364 - Zales,Pop Corners - Spicy Queso,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4015,15297326293,6/24/22,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Cash,140,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4016,15297331069,6/24/22,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Cash,140,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4017,15297384577,6/24/22,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Credit,148,3.5,1,3.5,3.5,1,TRUE,Carbonated,Drink
4018,15297518430,6/24/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Cash,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
4019,15297673801,6/24/22,Earle Asphalt x1371,Oreo Single Server 6 ct,Cash,133,2,1,2,2,1,FALSE,Sweet,Food
4020,15297718319,6/24/22,Earle Asphalt x1371,Oreo Single Server 6 ct,Cash,133,2,1,2,2,1,FALSE,Sweet,Food
4021,15297810690,6/24/22,Earle Asphalt x1371,Pop Corners - Spicy Queso,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4022,15297930008,6/24/22,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4023,15297977278,6/24/22,Earle Asphalt x1371,Pop Corners - Spicy Queso,Credit,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4024,15298718287,6/24/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4025,15298719010,6/24/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4026,15298877398,6/24/22,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Cash,145,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
4027,15298990038,6/24/22,GuttenPlans x1367,Sunkist Soda - Orange,Cash,140,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4028,15298992211,6/24/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4029,15299328883,6/24/22,GuttenPlans x1367,Sunkist Soda - Orange,Cash,140,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4030,15299345540,6/24/22,GuttenPlans x1367,Cheetos Puffs,Cash,120,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4031,15299407773,6/24/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
4032,15299616092,6/25/22,GuttenPlans x1367,Cheetos Puffs,Cash,120,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4033,15299738518,6/25/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4034,15299738993,6/25/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4035,15299740851,6/25/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4036,15299741014,6/25/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
4037,15299751977,6/25/22,GuttenPlans x1367,Snapple Tea - Raspberry,Cash,147,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
4038,15300343797,6/25/22,EB Public Library x1380,Popchips Potato - Sour Cream & Onion,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4039,15300362142,6/25/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4040,15300418510,6/25/22,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Cash,143,2,1,2,2,1,TRUE,Water,Drink
4041,15300764844,6/25/22,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Cash,158,2,1,2,2,1,TRUE,Sweet,Food
4042,15300933935,6/25/22,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Credit,135,2,1,2,2,1,TRUE,Sweet,Food
4043,15300985798,6/25/22,BSQ Mall x1364 - Zales,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
4044,15301075636,6/25/22,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Credit,147,2.75,1,2.75,2.75,1,TRUE,Water,Drink
4045,15301100479,6/25/22,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Cash,148,3,1,3,3,1,TRUE,Carbonated,Drink
4046,15301103701,6/25/22,EB Public Library x1380,Pop Corners - Kettle Corn,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4047,15301109722,6/25/22,EB Public Library x1380,Coca Cola - Zero Sugar,Cash,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4048,15301143805,6/25/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
4049,15301236510,6/25/22,EB Public Library x1380,Lenny & Larrys - Chocolate Chip,Credit,158,2,1,2,2,1,TRUE,Sweet,Food
4050,15301327497,6/25/22,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Cash,147,2.75,1,2.75,2.75,1,TRUE,Water,Drink
4051,15301329536,6/25/22,EB Public Library x1380,Snapple Tea - Raspberry,Cash,145,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
4052,15301342007,6/25/22,EB Public Library x1380,Coca Cola - Zero Sugar,Cash,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4053,15301346313,6/25/22,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Cash,148,3,1,3,3,1,TRUE,Carbonated,Drink
4054,15301368060,6/25/22,EB Public Library x1380,Belvita Snack Bites - Cinnamon BS Go Paks,Credit,154,3,1,3,3,1,TRUE,Sweet,Food
4055,15301455506,6/25/22,BSQ Mall x1366 - ATT,CheezIt - Original,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4056,15301507083,6/25/22,BSQ Mall x1364 - Zales,Goldfish Baked - Cheddar,Credit,120,1.5,1,1.5,1.5,1,TRUE,Salty,Food
4057,15301585638,6/25/22,EB Public Library x1380,Snapple Tea - Raspberry,Credit,145,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
4058,15301902707,6/25/22,EB Public Library x1380,Popchips Potato - Sour Cream & Onion,Credit,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4059,15302345484,6/25/22,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Cash,148,3.5,1,3.5,3.5,1,TRUE,Carbonated,Drink
4060,15302346809,6/25/22,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Cash,143,2,1,2,2,1,TRUE,Water,Drink
4061,15302348260,6/25/22,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Cash,144,2.75,1,2.75,2.75,1,TRUE,Non Carbonated,Drink
4062,15302349653,6/25/22,BSQ Mall x1366 - ATT,Nature's Garden Trail Mix - Cranberry Healthy,Cash,139,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
4063,15302430958,6/25/22,BSQ Mall x1364 - Zales,Wonderful Pistachios - Variety,Cash,131,2,1,2,2,1,TRUE,Salty,Food
4064,15304222738,6/26/22,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Credit,120,2,1,2,2,1,FALSE,Salty,Food
4065,15304250114,6/26/22,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Credit,143,2.75,1,2.75,2.75,1,TRUE,Non Carbonated,Drink
4066,15304287152,6/26/22,BSQ Mall x1364 - Zales,Spindrift - Sparkling Water  Lime,Cash,141,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4067,15304309949,6/26/22,BSQ Mall x1366 - ATT,Snapple Tea - Raspberry,Cash,145,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
4068,15304325108,6/26/22,EB Public Library x1380,Oreo Single Server 6 ct,Cash,138,2,1,2,2,1,FALSE,Sweet,Food
4069,15304329368,6/26/22,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4070,15304364474,6/26/22,EB Public Library x1380,CheezIt - Double Cheese,Credit,123,1.25,1,1.25,5.25,1,FALSE,Salty,Food
4071,15304374026,6/26/22,EB Public Library x1380,Popchips Potato - Sour Cream & Onion,Credit,112,1.5,1,1.5,3.5,2,FALSE,Salty,Food
4072,15304374026,6/26/22,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Credit,120,2,1,2,3.5,2,FALSE,Salty,Food
4073,15304408909,6/26/22,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Cash,155,5,1,5,5,1,TRUE,Sweet,Food
4074,15305038418,6/26/22,BSQ Mall x1366 - ATT,Bai Antioxidant - Kupang strawberry kiwi,Credit,144,2.75,1,2.75,2.75,1,TRUE,Non Carbonated,Drink
4075,15306065554,6/27/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
4076,15306066371,6/27/22,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Credit,132,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
4077,15306067645,6/27/22,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Credit,132,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
4078,15306114003,6/27/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
4079,15306113030,6/27/22,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Cash,135,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
4080,15306111513,6/27/22,GuttenPlans x1367,Nutri Grain Apple Cinnamon,Cash,135,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
4081,15307301166,6/27/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Credit,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
4082,15307427541,6/27/22,EB Public Library x1380,Goldfish Baked - Cheddar,Cash,122,1.25,1,1.25,1.25,1,TRUE,Salty,Food
4083,15307433131,6/27/22,EB Public Library x1380,Oreo Single Server 6 ct,Cash,138,2,1,2,2,1,FALSE,Sweet,Food
4084,15307547791,6/27/22,EB Public Library x1380,CheezIt - Original,Cash,124,1.25,1,1.25,1.25,1,FALSE,Salty,Food
4085,15307563128,6/27/22,EB Public Library x1380,CheezIt - Original,Cash,124,1.25,1,1.25,1.25,1,FALSE,Salty,Food
4086,15307567434,6/27/22,Earle Asphalt x1371,CheezIt - Original,Cash,124,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4087,15307662909,6/27/22,EB Public Library x1380,Coca Cola - Zero Sugar,Cash,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4088,15307698612,6/27/22,EB Public Library x1380,Ice Breakers Ice Cubes - PepperMint,Cash,155,5,1,5,5,1,TRUE,Sweet,Food
4089,15307732275,6/27/22,EB Public Library x1380,Popchips Potato - Sour Cream & Onion,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4090,15307740292,6/27/22,EB Public Library x1380,Oreo Single Server 6 ct,Cash,138,2,1,2,2,1,FALSE,Sweet,Food
4091,15307752438,6/27/22,EB Public Library x1380,Pop Corners - Kettle Corn,Cash,110,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4092,15307887338,6/27/22,EB Public Library x1380,Autumns Granola Bar - Cinnamon Almond,Credit,130,2,1,2,2,1,TRUE,Sweet,Food
4093,15307893005,6/27/22,EB Public Library x1380,RXBAR - Protein Bar - Peanut Butter,Credit,135,2,1,2,2,1,TRUE,Sweet,Food
4094,15307952085,6/27/22,BSQ Mall x1364 - Zales,BodyArmor  LYTE - Blueberry Pomegranate,Cash,145,2.75,1,2.75,2.75,1,TRUE,Non Carbonated,Drink
4095,15307996178,6/27/22,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Cash,148,3,1,3,3,1,TRUE,Carbonated,Drink
4096,15308219510,6/27/22,EB Public Library x1380,CheezIt - Original,Cash,124,1.25,1,1.25,1.25,1,FALSE,Salty,Food
4097,15308232579,6/27/22,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4098,15308519740,6/27/22,BSQ Mall x1364 - Zales,Keto Bar - Creamy Peanut Butter Chocolate,Credit,139,2,1,2,2,1,TRUE,Sweet,Food
4099,15308614328,6/27/22,EB Public Library x1380,Popchips Potato - Barbeque,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4100,15308704814,6/27/22,BSQ Mall x1366 - ATT,Red Bull - Energy Drink - Sugar Free,Credit,148,3.5,1,3.5,3.5,1,TRUE,Carbonated,Drink
4101,15308710326,6/27/22,BSQ Mall x1366 - ATT,CheezIt - Original,Credit,125,1.25,1,1.25,1.25,1,FALSE,Salty,Food
4102,15308778683,6/27/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
4103,15308817886,6/27/22,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Cheddar,Cash,114,2,1,2,2,1,FALSE,Salty,Food
4104,15308843950,6/27/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
4105,15308976817,6/27/22,EB Public Library x1380,Wonderful Pistachios - Variety,Cash,134,2,1,2,2,1,TRUE,Salty,Food
4106,15309459498,6/27/22,BSQ Mall x1366 - ATT,Popchips Potato - Sea Salt,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4107,15309466675,6/27/22,BSQ Mall x1366 - ATT,Kinder - Bueno - Crispy Creamy Chocolate,Credit,135,2,1,2,2,1,FALSE,Sweet,Food
4108,15309547600,6/27/22,BSQ Mall x1364 - Zales,Poland Springs Water,Credit,144,1.5,2,3,3,1,TRUE,Water,Drink
4109,15309753111,6/27/22,GuttenPlans x1367,Red Bull - Original,Cash,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
4110,15309752210,6/27/22,GuttenPlans x1367,Coca Cola - Regular,Cash,141,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4111,15309753328,6/27/22,GuttenPlans x1367,Cheetos Puffs,Cash,120,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4112,15309753492,6/27/22,GuttenPlans x1367,Lays - Classic,Cash,123,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4113,15309895884,6/27/22,BSQ Mall x1364 - Zales,BodyArmor  LYTE - Blueberry Pomegranate,Credit,145,2.75,1,2.75,2.75,1,TRUE,Non Carbonated,Drink
4114,15310064271,6/27/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4115,15310478302,6/27/22,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Cash,132,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
4116,15310491394,6/27/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
4117,15310509759,6/27/22,GuttenPlans x1367,Sunkist Soda - Orange,Cash,140,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4118,15310510666,6/27/22,GuttenPlans x1367,Funyuns - Flaming Hot,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4119,15310511396,6/27/22,GuttenPlans x1367,Funyuns - Flaming Hot,Cash,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4120,15310523399,6/27/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4121,15310553394,6/27/22,GuttenPlans x1367,Chesters Fries Flaming hot,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4122,15310554560,6/27/22,GuttenPlans x1367,Sunkist Soda - Orange,Cash,140,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4123,15311261736,6/28/22,GuttenPlans x1367,Snapple Tea - Raspberry,Cash,147,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
4124,15311255728,6/28/22,GuttenPlans x1367,KitKat - Crisp Wafers,Cash,139,2.5,1,2.5,2.5,1,FALSE,Sweet,Food
4125,15312350901,6/28/22,GuttenPlans x1367,Lays - Classic,Credit,123,1.5,1,1.5,4.5,1,FALSE,Salty,Food
4126,15312680236,6/28/22,EB Public Library x1380,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
4127,15312839409,6/28/22,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Credit,121,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4128,15312847639,6/28/22,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Credit,148,3,1,3,4.25,2,TRUE,Carbonated,Drink
4129,15312847639,6/28/22,EB Public Library x1380,CheezIt - Double Cheese,Credit,123,1.25,1,1.25,4.25,2,FALSE,Salty,Food
4130,15313010765,6/28/22,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Cash,147,2.75,1,2.75,2.75,1,TRUE,Water,Drink
4131,15313096417,6/28/22,Earle Asphalt x1371,Keto Bar - Creamy Peanut Butter Chocolate,Cash,138,2,1,2,2,1,TRUE,Sweet,Food
4132,15313165177,6/28/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Credit,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4133,15313190955,6/28/22,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Cash,140,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4134,15313367906,6/28/22,GuttenPlans x1367,Lays - Classic,Credit,123,1.5,1,1.5,4.5,1,FALSE,Salty,Food
4135,15313395830,6/28/22,EB Public Library x1380,Goldfish Baked - Cheddar,Cash,122,1.25,1,1.25,1.25,1,TRUE,Salty,Food
4136,15313764436,6/28/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Credit,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
4137,15313845827,6/28/22,EB Public Library x1380,Miss Vickie's Potato Chip - Sea Salt & Vinega,Credit,113,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4138,15314035577,6/28/22,GuttenPlans x1367,Monster Energy Original,Cash,144,3,1,3,3,1,FALSE,Carbonated,Drink
4139,15314265121,6/28/22,Earle Asphalt x1371,Miss Vickie's Potato Chip - Jalapeno,Cash,112,1.5,1,1.5,1.5,1,FALSE,Salty,Food
4140,15314383742,6/28/22,BSQ Mall x1364 - Zales,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
4141,15314388293,6/28/22,BSQ Mall x1364 - Zales,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
4142,15314548703,6/28/22,GuttenPlans x1367,Coca Cola - Regular,Cash,142,1.5,1,1.5,1.5,1,FALSE,Carbonated,Drink
4143,15314665803,6/28/22,EB Public Library x1380,Wonderful Pistachios - Variety,Credit,134,2,1,2,2,1,TRUE,Salty,Food
4144,15314670445,6/28/22,EB Public Library x1380,Snapple Tea - Raspberry,Credit,145,2.5,1,2.5,2.5,1,FALSE,Non Carbonated,Drink
4145,15314693960,6/28/22,EB Public Library x1380,Seapoint Farms Dry Roasted Edamame - Wasabi,Credit,133,2.5,1,2.5,3.75,2,TRUE,Salty,Food
4146,15314693960,6/28/22,EB Public Library x1380,CheezIt - Double Cheese,Credit,123,1.25,1,1.25,3.75,2,FALSE,Salty,Food
4147,15314697745,6/28/22,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Credit,120,2,1,2,3.5,2,FALSE,Salty,Food
4148,15314697745,6/28/22,EB Public Library x1380,Pop Corners - Kettle Corn,Credit,110,1.5,1,1.5,3.5,2,FALSE,Salty,Food
4149,15314706483,6/28/22,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Credit,146,3.5,1,3.5,3.5,1,FALSE,Non Carbonated,Drink
4150,15314710534,6/28/22,EB Public Library x1380,Coca Cola - Zero Sugar,Credit,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
4151,15314778177,6/28/22,GuttenPlans x1367,Monster Energy Original,Cash,146,3,1,3,3,1,FALSE,Carbonated,Drink
4152,15314793215,6/28/22,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Cash,143,2,1,2,2,1,TRUE,Water,Drink
4153,15314793863,6/28/22,BSQ Mall x1366 - ATT,S. Pellegrino Sparkling Mineral Water,Cash,143,2,1,2,2,1,TRUE,Water,Drink
4154,15314881396,6/28/22,BSQ Mall x1364 - Zales,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
