Transaction,TransactionOld,TransDate,Machine,Product,Type,Coil,Price,Quantity,LineTotal,TransTotal,BasketSize,Healthy,Category,Group
2900,15115497750,5/15/22,BSQ Mall x1366 - ATT,Bubly - Mango,Credit,141,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
2901,15115802639,5/15/22,BSQ Mall x1364 - Zales,Coca Cola - Zero Sugar,Cash,140,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
2902,15116533564,5/16/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
2903,15117161344,5/16/22,BSQ Mall x1364 - Zales,Monster Energy Original,Credit,146,3,1,3,3,1,FALSE,Carbonated,Drink
2904,15117719787,5/16/22,EB Public Library x1380,CheezIt - Go Paks,Cash,150,3,1,3,3,1,FALSE,Salty,Food
2905,15118540836,5/16/22,GuttenPlans x1367,Red Bull - Original,Credit,148,3.5,1,3.5,3.5,1,FALSE,Carbonated,Drink
2906,15119010803,5/16/22,EB Public Library x1380,Coca Cola - Zero Sugar,Cash,142,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
2907,15119135090,5/16/22,GuttenPlans x1367,Funyuns - Flaming Hot,Credit,110,1.5,1,1.5,6.5,3,FALSE,Salty,Food
2908,15119135090,5/16/22,GuttenPlans x1367,Snapple Tea - Raspberry,Credit,147,2.5,1,2.5,6.5,3,FALSE,Non Carbonated,Drink
2909,15119135090,5/16/22,GuttenPlans x1367,KitKat - Crisp Wafers,Credit,138,2.5,1,2.5,6.5,3,FALSE,Sweet,Food
2910,15119780268,5/16/22,BSQ Mall x1364 - Zales,Poland Springs Water,Cash,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
2911,15119961703,5/16/22,EB Public Library x1380,Belvita Snack Packs - Blueberry,Cash,138,1.5,1,1.5,1.5,1,TRUE,Sweet,Food
2912,15119963971,5/16/22,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Cash,120,2,1,2,2,1,FALSE,Salty,Food
2913,15119966572,5/16/22,EB Public Library x1380,Goldfish Baked - Cheddar,Cash,122,1.25,1,1.25,1.25,1,TRUE,Salty,Food
2914,15120001710,5/16/22,EB Public Library x1380,Takis - Hot Chilli Pepper & Lime,Cash,114,1.5,1,1.5,1.5,1,FALSE,Salty,Food
2915,15120109380,5/16/22,EB Public Library x1380,Pop Corners - Sea Salt,Cash,111,1.5,1,1.5,1.5,1,FALSE,Salty,Food
2916,15120132397,5/16/22,BSQ Mall x1364 - Zales,Poland Springs Water,Credit,144,1.5,1,1.5,1.5,1,TRUE,Water,Drink
2917,15120138078,5/16/22,GuttenPlans x1367,Coca Cola - Zero Sugar,Cash,141,1.5,1,1.5,1.5,1,TRUE,Carbonated,Drink
